id,order_id,message,created
4946,3708,"""2017-04-18""",2017/4/15 16:57
4971,3381,"""2017-04-19""",2017/4/15 17:27
4990,3721,"""2017-04-19""",2017/4/15 18:40
5013,3706,"""2017-04-18""",2017/4/15 20:01
5054,3770,"""2017-04-19""",2017/4/16 11:24
5096,3809,"""2017-04-19""",2017/4/16 17:28
5113,3826,"""2017-04-19""",2017/4/16 22:29
5221,3752,"""2017-04-22""",2017/4/17 10:26
5236,3846,"""2017-04-20""",2017/4/17 10:58
5262,2973,"""2017-04-20""",2017/4/17 12:18
5352,3795,"""2017-04-20""",2017/4/17 14:07
5375,3765,"""2017-04-20""",2017/4/17 15:26
5392,3893,"""2017-04-20""",2017/4/17 15:38
5416,3704,"""2017-04-20""",2017/4/17 16:26
5454,3921,"""2017-04-25""",2017/4/17 17:47
5535,3926,"""2017-04-20""",2017/4/17 19:29
5611,3951,"""2017-04-25""",2017/4/18 7:39
5633,3945,"""2017-04-25""",2017/4/18 10:43
5685,3908,"""2017-04-21""",2017/4/18 12:25
5707,3807,"""2017-04-21""",2017/4/18 13:30
5729,3996,"""2017-04-11""",2017/4/18 14:18
5803,3999,"""2017-04-21""",2017/4/18 16:27
5916,4040,"""2017-04-21""",2017/4/18 19:58
6002,4063,"""2017-04-21""",2017/4/18 23:41
6052,3852,"""2017-04-22""",2017/4/19 11:48
6081,4115,"""2017-04-22""",2017/4/19 13:06
6108,4018,"""2017-04-22""",2017/4/19 13:35
6144,3978,"""2017-04-22""",2017/4/19 15:12
6176,4143,"""2017-04-22""",2017/4/19 16:07
6259,3875,"""2017-04-22""",2017/4/19 18:23
6373,4212,"""2017-04-23""",2017/4/20 3:01
6404,4208,"""2017-04-23""",2017/4/20 11:03
6429,3862,"""2017-04-23""",2017/4/20 12:14
6452,4178,"""2017-04-24""",2017/4/20 13:18
6469,4263,"""2017-04-23""",2017/4/20 13:52
6496,4284,"""2017-04-24""",2017/4/20 15:23
6514,4290,"""2017-04-23""",2017/4/20 15:44
6568,4310,"""2017-04-23""",2017/4/20 17:59
6599,4323,"""2017-04-23""",2017/4/20 19:27
6694,4347,"""2017-04-23""",2017/4/20 23:36
6716,4319,"""2017-04-24""",2017/4/21 10:11
6785,4376,"""2017-04-24""",2017/4/21 11:32
6860,3279,"""2017-04-24""",2017/4/21 13:37
6889,4390,"""2017-04-24""",2017/4/21 14:27
6933,4303,"""2017-04-24""",2017/4/21 16:59
6958,4342,"""2017-04-24""",2017/4/21 18:21
7044,4457,"""2017-04-24""",2017/4/21 21:17
7082,4062,"""2017-04-25""",2017/4/22 10:22
7121,4020,"""2017-04-25""",2017/4/22 11:40
7149,4493,"""2017-04-25""",2017/4/22 12:39
7170,4499,"""2017-04-25""",2017/4/22 12:59
7218,4526,"""2017-04-25""",2017/4/22 14:19
7277,4548,"""2017-04-25""",2017/4/22 16:52
7303,4568,"""2017-04-25""",2017/4/22 17:40
7327,4535,"""2017-04-25""",2017/4/22 18:52
7437,4617,"""2017-04-25""",2017/4/22 23:10
7470,4651,"""2017-04-26""",2017/4/23 12:44
7498,4679,"""2017-04-26""",2017/4/23 18:32
7540,4720,"""2017-04-27""",2017/4/24 9:26
7572,4632,"""2017-04-27""",2017/4/24 10:52
7597,4591,"""2017-04-27""",2017/4/24 11:37
7614,4662,"""2017-04-27""",2017/4/24 12:01
7644,4749,"""2017-04-27""",2017/4/24 13:05
7660,4707,"""2017-04-27""",2017/4/24 13:35
7698,4403,"""2017-04-27""",2017/4/24 14:05
7724,4774,"""2017-04-27""",2017/4/24 14:56
7744,4783,"""2017-04-27""",2017/4/24 15:23
7757,4790,"""2017-04-27""",2017/4/24 15:45
7780,4449,"""2017-04-27""",2017/4/24 16:10
7834,4771,"""2017-04-27""",2017/4/24 18:03
7889,4825,"""2017-04-27""",2017/4/24 19:17
8013,4852,"""2017-04-27""",2017/4/24 22:13
8051,4725,"""2017-04-29""",2017/4/25 10:07
8071,4895,"""2017-04-29""",2017/4/25 10:32
8124,4905,"""2017-04-28""",2017/4/25 12:09
8170,4283,"""2017-04-28""",2017/4/25 13:14
8216,4841,"""2017-04-30""",2017/4/25 14:31
8258,4950,"""2017-04-28""",2017/4/25 15:20
8273,4810,"""2017-04-29""",2017/4/25 15:33
8289,4932,"""2017-04-28""",2017/4/25 15:47
8318,4966,"""2017-04-28""",2017/4/25 17:03
8387,4989,"""2017-04-28""",2017/4/25 19:11
8543,4997,"""2017-04-29""",2017/4/26 9:48
8583,4915,"""2017-04-29""",2017/4/26 10:32
8617,5057,"""2017-04-29""",2017/4/26 11:30
8629,5063,"""2017-04-29""",2017/4/26 11:41
8672,5077,"""2017-04-29""",2017/4/26 12:53
8700,5094,"""2017-04-29""",2017/4/26 13:27
8730,4954,"""2017-04-29""",2017/4/26 14:16
8771,5133,"""2017-04-30""",2017/4/26 15:26
8797,5112,"""2017-04-29""",2017/4/26 16:36
8818,5142,"""2017-04-29""",2017/4/26 17:36
8886,5180,"""2017-04-29""",2017/4/26 19:52
8910,3224,"""2017-04-29""",2017/4/26 20:12
9007,5225,"""2017-04-30""",2017/4/27 7:55
9028,4984,"""2017-04-30""",2017/4/27 9:51
9051,5249,"""2017-04-30""",2017/4/27 10:35
9110,5198,"""2017-04-30""",2017/4/27 12:47
9149,5285,"""2017-04-30""",2017/4/27 13:18
9189,5290,"""2017-04-30""",2017/4/27 13:37
9229,5305,"""2017-04-30""",2017/4/27 14:52
9274,5327,"""2017-04-30""",2017/4/27 16:38
9337,5353,"""2017-05-01""",2017/4/27 18:37
9353,5361,"""2017-04-30""",2017/4/27 19:24
9470,5402,"""2017-04-30""",2017/4/27 22:32
9511,5443,"""2017-05-01""",2017/4/28 9:25
9529,5404,"""2017-05-01""",2017/4/28 10:11
9547,5450,"""2017-05-01""",2017/4/28 10:34
9574,5471,"""2017-05-01""",2017/4/28 11:44
9596,5372,"""2017-05-01""",2017/4/28 12:16
9631,5489,"""2017-05-01""",2017/4/28 12:51
9675,5498,"""2017-05-01""",2017/4/28 13:44
9707,4977,"""2017-05-01""",2017/4/28 14:39
9739,5495,"""2017-05-01""",2017/4/28 16:00
9760,5533,"""2017-05-01""",2017/4/28 16:29
9778,5532,"""2017-05-01""",2017/4/28 16:52
9808,5570,"""2017-05-01""",2017/4/28 17:56
9838,5588,"""2017-05-01""",2017/4/28 18:56
9950,5611,"""2017-05-04""",2017/4/28 21:36
9966,5630,"""2017-05-01""",2017/4/28 22:17
9989,5650,"""2017-05-02""",2017/4/29 7:01
10007,5580,"""2017-05-02""",2017/4/29 9:46
10051,5668,"""2017-05-02""",2017/4/29 11:01
10080,5682,"""2017-05-02""",2017/4/29 11:50
10105,5512,"""2017-05-02""",2017/4/29 12:26
10148,5708,"""2017-05-02""",2017/4/29 13:53
10163,5090,"""2017-05-02""",2017/4/29 14:14
10189,5149,"""2017-05-02""",2017/4/29 15:22
10266,5743,"""2017-05-02""",2017/4/29 17:11
10288,5768,"""2017-05-02""",2017/4/29 17:45
10316,5785,"""2017-05-02""",2017/4/29 18:42
10341,5803,"""2017-05-02""",2017/4/29 20:10
10377,5836,"""2017-05-02""",2017/4/29 23:16
10431,5889,"""2017-05-03""",2017/4/30 14:07
10453,5912,"""2017-05-03""",2017/4/30 16:25
10494,5953,"""2017-05-03""",2017/4/30 21:13
10525,5984,"""2017-04-30""",2017/4/30 23:47
10663,5941,"""2017-05-04""",2017/5/1 10:09
10679,5902,"""2017-04-30""",2017/5/1 10:14
10694,5855,"""2017-05-04""",2017/5/1 10:19
10717,5811,"""2017-05-04""",2017/5/1 10:23
10735,5400,"""2017-05-04""",2017/5/1 10:27
10816,5687,"""2017-05-04""",2017/5/1 11:26
10845,6027,"""2017-05-05""",2017/5/1 13:13
10869,6032,"""2017-05-04""",2017/5/1 13:53
10905,6059,"""2017-05-04""",2017/5/1 14:39
10925,4363,"""2017-05-04""",2017/5/1 15:02
10954,5600,"""2017-04-30""",2017/5/1 16:09
10970,6092,"""2017-05-04""",2017/5/1 16:55
10998,5750,"""2017-05-04""",2017/5/1 17:15
11034,6063,"""2017-05-04""",2017/5/1 18:48
11050,6119,"""2017-05-04""",2017/5/1 19:21
11091,6155,"""2017-05-04""",2017/5/1 23:21
11212,6158,"""2017-05-05""",2017/5/2 10:07
11268,6187,"""2017-05-07""",2017/5/2 11:31
11294,5320,"""2017-05-05""",2017/5/2 12:14
11325,6138,"""2017-05-05""",2017/5/2 12:36
11342,5955,"""2017-04-30""",2017/5/2 13:00
11360,6203,"""2017-05-05""",2017/5/2 14:02
11382,6229,"""2017-05-05""",2017/5/2 15:15
11412,6172,"""2017-05-05""",2017/5/2 17:00
11451,6272,"""2017-05-05""",2017/5/2 18:44
11473,6286,"""2017-05-05""",2017/5/2 20:07
11533,6304,"""2017-05-05""",2017/5/2 21:36
11626,6335,"""2017-05-06""",2017/5/3 8:30
11696,6348,"""2017-05-06""",2017/5/3 10:10
11711,5909,"""2017-05-06""",2017/5/3 10:20
11784,6386,"""2017-05-06""",2017/5/3 11:55
11806,6074,"""2017-05-06""",2017/5/3 12:14
11824,6394,"""2017-05-06""",2017/5/3 12:36
11862,6422,"""2017-05-06""",2017/5/3 13:28
11875,6413,"""2017-05-06""",2017/5/3 13:31
11900,6445,"""2017-05-07""",2017/5/3 13:46
11918,6449,"""2017-05-06""",2017/5/3 14:07
11941,6308,"""2017-04-11""",2017/5/3 14:45
11968,6465,"""2017-05-06""",2017/5/3 15:28
11989,6321,"""2017-05-07""",2017/5/3 15:58
12015,6504,"""2017-05-06""",2017/5/3 16:38
12037,6509,"""2017-05-06""",2017/5/3 17:10
12063,6520,"""2017-05-06""",2017/5/3 18:00
12091,6531,"""2017-05-06""",2017/5/3 18:18
12110,6544,"""2017-05-06""",2017/5/3 18:38
12146,6568,"""2017-05-06""",2017/5/3 20:20
12172,6591,"""2017-05-06""",2017/5/3 21:53
12193,6611,"""2017-05-06""",2017/5/3 23:41
12214,6632,"""2017-05-07""",2017/5/4 7:39
12354,6565,"""2017-05-07""",2017/5/4 9:59
12374,5185,"""2017-05-07""",2017/5/4 10:08
12439,6553,"""2017-05-07""",2017/5/4 10:46
12484,6670,"""2017-05-07""",2017/5/4 12:21
12498,6602,"""2017-05-07""",2017/5/4 12:29
12531,6697,"""2017-05-11""",2017/5/4 13:25
12555,6709,"""2017-05-07""",2017/5/4 14:20
12598,6732,"""2017-05-07""",2017/5/4 15:36
12623,6523,"""2017-05-07""",2017/5/4 16:00
12670,6745,"""2017-05-07""",2017/5/4 16:49
12694,6762,"""2017-05-07""",2017/5/4 17:06
12720,6771,"""2017-05-07""",2017/5/4 17:43
12762,6787,"""2017-05-07""",2017/5/4 18:29
12785,6800,"""2017-05-07""",2017/5/4 18:55
12847,6814,"""2017-05-07""",2017/5/4 20:24
12869,6835,"""2017-05-07""",2017/5/4 21:17
12899,6866,"""2017-05-07""",2017/5/4 23:49
12928,6896,"""2017-05-08""",2017/5/5 6:02
12924,6900,"""2017-05-08""",2017/5/5 6:02
13087,6925,"""2017-05-08""",2017/5/5 8:58
13108,6860,"""2017-05-08""",2017/5/5 10:12
13124,6804,"""2017-05-08""",2017/5/5 10:19
13140,6942,"""2017-05-08""",2017/5/5 10:28
13175,6583,"""2017-05-08""",2017/5/5 11:09
13220,6970,"""2017-05-08""",2017/5/5 11:33
13290,6972,"""2017-05-08""",2017/5/5 11:56
13328,6994,"""2017-05-08""",2017/5/5 13:22
13381,7009,"""2017-05-10""",2017/5/5 13:49
13408,6795,"""2017-05-08""",2017/5/5 14:50
13433,7030,"""2017-05-08""",2017/5/5 15:38
13481,7053,"""2017-05-08""",2017/5/5 16:51
13511,7065,"""2017-05-08""",2017/5/5 17:53
13538,6681,"""2017-05-08""",2017/5/5 18:41
13583,7082,"""2017-05-08""",2017/5/5 19:50
13605,7096,"""2017-05-08""",2017/5/5 20:30
13658,7146,"""2017-05-09""",2017/5/6 4:58
13804,7165,"""2017-05-10""",2017/5/6 9:09
13817,7110,"""2017-05-09""",2017/5/6 9:49
13838,7010,"""2017-05-09""",2017/5/6 10:25
13857,7156,"""2017-05-09""",2017/5/6 10:51
13888,7185,"""2017-05-09""",2017/5/6 11:32
13945,7200,"""2017-05-09""",2017/5/6 12:22
14006,7211,"""2017-05-09""",2017/5/6 13:16
14051,7247,"""2017-05-09""",2017/5/6 13:49
14092,7275,"""2017-05-09""",2017/5/6 14:22
14112,7112,"""2017-05-09""",2017/5/6 14:35
14167,7308,"""2017-05-09""",2017/5/6 15:52
14209,7327,"""2017-05-09""",2017/5/6 17:00
14255,7347,"""2017-05-09""",2017/5/6 18:35
14282,7360,"""2017-05-09""",2017/5/6 20:09
14329,7388,"""2017-05-09""",2017/5/6 22:34
14355,7413,"""2017-05-10""",2017/5/7 8:26
14376,7435,"""2017-05-10""",2017/5/7 11:04
14402,7460,"""2017-05-10""",2017/5/7 14:35
14423,7481,"""2017-05-10""",2017/5/7 18:14
14452,7510,"""2017-05-10""",2017/5/7 22:57
14670,7504,"""2017-05-11""",2017/5/8 10:01
14684,7437,"""2017-05-11""",2017/5/8 10:06
14699,7357,"""2017-05-13""",2017/5/8 10:13
14717,7282,"""2017-05-11""",2017/5/8 10:19
14787,7558,"""2017-05-11""",2017/5/8 11:42
14804,7293,"""2017-05-11""",2017/5/8 11:45
14841,7598,"""2017-05-11""",2017/5/8 12:58
14872,7613,"""2017-05-11""",2017/5/8 14:05
14886,7559,"""2017-05-11""",2017/5/8 14:14
14907,6152,"""2017-05-11""",2017/5/8 15:01
14993,7542,"""2017-05-11""",2017/5/8 16:52
15020,7584,"""2017-05-11""",2017/5/8 17:22
15058,7709,"""2017-05-11""",2017/5/8 18:13
15080,7721,"""2017-05-11""",2017/5/8 19:25
15122,7745,"""2017-05-11""",2017/5/8 20:53
15147,7767,"""2017-05-11""",2017/5/8 23:17
15196,7786,"""2017-05-12""",2017/5/9 9:55
15286,7797,"""2017-05-12""",2017/5/9 10:31
15406,7811,"""2017-05-12""",2017/5/9 10:59
15440,7844,"""2017-05-12""",2017/5/9 12:13
15456,7535,"""2017-05-12""",2017/5/9 12:18
15480,7798,"""2017-05-13""",2017/5/9 12:28
15499,7762,"""2017-05-12""",2017/5/9 12:38
15521,7861,"""2017-05-12""",2017/5/9 12:58
15579,7889,"""2017-05-12""",2017/5/9 15:18
15601,7907,"""2017-05-12""",2017/5/9 16:26
15669,7961,"""2017-05-12""",2017/5/9 19:00
15681,7946,"""2017-05-12""",2017/5/9 19:57
15707,7688,"""2017-05-12""",2017/5/9 20:21
15733,7905,"""2017-05-12""",2017/5/9 20:25
15808,7873,"""2017-05-12""",2017/5/9 20:51
15823,7986,"""2017-05-12""",2017/5/9 21:01
15839,8001,"""2017-05-12""",2017/5/9 22:00
15895,8032,"""2017-05-13""",2017/5/10 0:37
15922,8039,"""2017-05-13""",2017/5/10 10:10
16054,8061,"""2017-05-13""",2017/5/10 11:55
16105,8086,"""2017-05-13""",2017/5/10 13:49
16125,8078,"""2017-05-13""",2017/5/10 14:22
16139,8020,"""2017-05-13""",2017/5/10 14:27
16172,8108,"""2017-05-11""",2017/5/10 15:04
16219,8138,"""2017-05-13""",2017/5/10 16:59
16242,8159,"""2017-05-13""",2017/5/10 17:19
16292,8195,"""2017-05-13""",2017/5/10 18:02
16354,8166,"""2017-05-11""",2017/5/10 19:23
16370,8231,"""2017-05-13""",2017/5/10 20:13
16392,8141,"""2017-05-13""",2017/5/10 20:26
16408,7878,"""2017-05-11""",2017/5/10 20:35
16421,8128,"""2017-05-13""",2017/5/10 20:42
16496,7854,"""2017-05-13""",2017/5/10 21:04
16567,8260,"""2017-05-13""",2017/5/10 21:26
16613,8302,"""2017-05-14""",2017/5/11 8:07
16634,8129,"""2017-05-14""",2017/5/11 9:44
16653,8321,"""2017-05-12""",2017/5/11 10:12
16704,8339,"""2017-05-14""",2017/5/11 11:11
16732,8362,"""2017-05-15""",2017/5/11 11:57
16768,8064,"""2017-05-15""",2017/5/11 12:30
16780,8269,"""2017-05-14""",2017/5/11 12:39
16793,8152,"""2017-05-09""",2017/5/11 13:20
16823,8407,"""2017-05-14""",2017/5/11 14:03
16841,7657,"""2017-05-14""",2017/5/11 14:20
16855,8385,"""2017-05-14""",2017/5/11 14:25
16879,8449,"""2017-05-14""",2017/5/11 16:00
16893,8217,"""2017-05-14""",2017/5/11 16:08
16928,8436,"""2017-05-14""",2017/5/11 17:14
16951,8495,"""2017-05-14""",2017/5/11 17:52
16988,8498,"""2017-05-14""",2017/5/11 19:11
17010,8535,"""2017-05-14""",2017/5/11 20:29
17157,8453,"""2017-05-15""",2017/5/11 21:27
17170,8331,"""2017-05-14""",2017/5/11 21:30
17193,8563,"""2017-05-14""",2017/5/11 22:02
17217,8587,"""2017-05-16""",2017/5/12 0:02
17230,8600,"""2017-05-15""",2017/5/12 7:23
17252,8615,"""2017-05-15""",2017/5/12 10:03
17274,8622,"""2017-05-15""",2017/5/12 10:08
17293,8627,"""2017-05-15""",2017/5/12 10:21
17371,8642,"""2017-05-15""",2017/5/12 11:36
17403,8629,"""2017-05-15""",2017/5/12 12:34
17453,8612,"""2017-05-15""",2017/5/12 13:46
17533,8700,"""2017-05-15""",2017/5/12 15:39
17584,8508,"""2017-05-15""",2017/5/12 16:49
17639,8776,"""2017-05-15""",2017/5/12 18:40
17667,8777,"""2017-05-15""",2017/5/12 19:31
17680,8791,"""2017-05-15""",2017/5/12 19:34
17700,8798,"""2017-05-15""",2017/5/12 19:57
17721,8806,"""2017-05-15""",2017/5/12 20:35
17848,8827,"""2017-05-15""",2017/5/12 22:27
17874,8853,"""2017-05-16""",2017/5/13 8:48
17897,8726,"""2017-05-16""",2017/5/13 10:12
17940,8697,"""2017-05-15""",2017/5/13 11:10
17951,8154,"""2017-05-15""",2017/5/13 11:16
17977,8894,"""2017-05-16""",2017/5/13 12:13
18046,8877,"""2017-05-16""",2017/5/13 13:23
18067,8923,"""2017-05-16""",2017/5/13 13:46
18112,8938,"""2017-05-16""",2017/5/13 14:30
18181,8967,"""2017-05-16""",2017/5/13 15:55
18201,8955,"""2017-05-16""",2017/5/13 16:31
18250,8996,"""2017-05-16""",2017/5/13 17:38
18309,9021,"""2017-05-16""",2017/5/13 20:00
18325,8550,"""2017-05-16""",2017/5/13 20:16
18450,9049,"""2017-05-16""",2017/5/13 21:37
18489,9088,"""2017-05-17""",2017/5/14 7:57
18519,9118,"""2017-05-17""",2017/5/14 12:37
18541,9139,"""2017-05-17""",2017/5/14 14:09
18566,9165,"""2017-05-17""",2017/5/14 17:07
18593,9191,"""2017-05-17""",2017/5/14 18:42
18628,9226,"""2017-05-17""",2017/5/14 22:50
18648,9246,"""2017-05-18""",2017/5/15 1:42
18715,9278,"""2017-05-19""",2017/5/15 11:18
18805,9301,"""2017-05-18""",2017/5/15 12:48
18817,9213,"""2017-05-18""",2017/5/15 12:52
18836,9105,"""2017-05-17""",2017/5/15 13:01
18856,9051,"""2017-05-16""",2017/5/15 13:20
18870,8843,"""2017-05-18""",2017/5/15 13:30
18886,9327,"""2017-05-21""",2017/5/15 13:37
18903,9319,"""2017-05-18""",2017/5/15 14:21
18938,9353,"""2017-05-18""",2017/5/15 14:51
18975,9360,"""2017-05-18""",2017/5/15 15:12
18988,9342,"""2017-05-18""",2017/5/15 15:13
19020,9392,"""2017-05-18""",2017/5/15 16:22
19040,9376,"""2017-05-19""",2017/5/15 16:53
19055,9140,"""2017-05-18""",2017/5/15 17:04
19081,9421,"""2017-05-18""",2017/5/15 18:23
19116,9439,"""2017-05-18""",2017/5/15 19:29
19146,9461,"""2017-05-18""",2017/5/15 21:20
19165,9481,"""2017-05-18""",2017/5/15 22:35
19241,9515,"""2017-05-19""",2017/5/16 9:31
19266,9440,"""2017-05-19""",2017/5/16 9:34
19326,9524,"""2017-05-19""",2017/5/16 9:44
19400,9323,"""2017-05-21""",2017/5/16 11:21
19463,9569,"""2017-05-19""",2017/5/16 13:35
19489,9585,"""2017-05-19""",2017/5/16 14:09
19514,9135,"""2017-05-19""",2017/5/16 14:47
19557,9625,"""2017-05-19""",2017/5/16 15:25
19578,9636,"""2017-05-19""",2017/5/16 15:48
19627,9674,"""2017-05-19""",2017/5/16 17:37
19699,9669,"""2017-05-19""",2017/5/16 18:50
19711,9581,"""2017-05-19""",2017/5/16 18:56
19729,9609,"""2017-05-19""",2017/5/16 19:07
19755,9697,"""2017-05-19""",2017/5/16 19:42
19783,9718,"""2017-05-19""",2017/5/16 20:50
19876,9764,"""2017-05-20""",2017/5/17 0:02
20004,9753,"""2017-05-20""",2017/5/17 10:07
20022,9443,"""2017-05-20""",2017/5/17 10:16
20082,9719,"""2017-05-20""",2017/5/17 11:35
20099,9808,"""2017-05-20""",2017/5/17 11:48
20146,9819,"""2017-05-20""",2017/5/17 12:49
20212,9861,"""2017-05-20""",2017/5/17 14:23
20239,9863,"""2017-05-20""",2017/5/17 15:17
20289,9887,"""2017-05-20""",2017/5/17 16:17
20310,9901,"""2017-05-20""",2017/5/17 16:46
20338,9926,"""2017-05-20""",2017/5/17 17:41
20361,8986,"""2017-05-20""",2017/5/17 17:55
20423,9960,"""2017-05-20""",2017/5/17 19:45
20442,9977,"""2017-05-20""",2017/5/17 20:43
20496,9782,"""2017-05-20""",2017/5/17 20:55
20545,10000,"""2017-05-20""",2017/5/17 21:24
